userid,bookid,issue_date,due_date,return_date
2017CEZ8082,848873,02/23/2020,03/08/2020,02/24/2020
2017CEZ8082,296423,02/08/2020,02/22/2020,02/17/2020
2017CEZ8082,717031,01/23/2020,02/06/2020,02/29/2020
2017CS10321,551317,01/04/2020,01/18/2020,01/24/2020
2017CS10321,681982,02/23/2020,03/08/2020,02/24/2020
2017CS10321,463627,01/25/2020,02/08/2020,01/26/2020
2017CS10321,233211,02/08/2020,02/22/2020,02/09/2020
2017CS10321,753950,01/15/2020,01/29/2020,02/06/2020
2017CS10322,58401,02/24/2020,03/09/2020,03/01/2020
2017CS10322,122852,02/25/2020,03/10/2020,02/27/2020
2017CS10322,880461,01/20/2020,02/03/2020,01/25/2020
2017CS10323,319768,01/07/2020,01/21/2020,02/18/2020
2017CS10323,231374,01/02/2020,01/16/2020,01/27/2020
2017CS10324,170456,02/25/2020,03/10/2020,03/03/2020
2017CS10324,328767,02/09/2020,02/23/2020,02/20/2020
2017CS10325,714077,02/12/2020,02/26/2020,03/02/2020
2017CS10325,373233,01/14/2020,01/28/2020,01/29/2020
2017CS10325,773584,01/22/2020,02/05/2020,01/27/2020
2017CS10326,759289,01/08/2020,01/22/2020,01/25/2020
2017CS10326,493497,01/15/2020,01/29/2020,02/28/2020
2017CS10327,229099,02/05/2020,02/19/2020,02/17/2020
2017CS10327,10056,01/03/2020,01/17/2020,02/17/2020
2017CS10328,4455,02/20/2020,03/05/2020,03/02/2020
2017CS10328,816906,01/27/2020,02/10/2020,02/12/2020
2017CS10328,40332,02/01/2020,02/15/2020,02/10/2020
2017CS10328,753859,01/30/2020,02/13/2020,02/09/2020
2017CS10329,657632,02/22/2020,03/07/2020,02/29/2020
2017CS10329,696901,01/21/2020,02/04/2020,03/02/2020
2017CS10329,126831,02/09/2020,02/23/2020,02/11/2020
2017CS10329,72487,02/03/2020,02/17/2020,02/26/2020
2017CS10331,226909,01/09/2020,01/23/2020,03/02/2020
2017CS10331,49821,01/17/2020,01/31/2020,02/19/2020
2017CS10331,617601,01/23/2020,02/06/2020,02/21/2020
2017CS10331,923713,02/15/2020,02/29/2020,02/22/2020
2017CS10331,223871,02/24/2020,03/09/2020,03/03/2020
2017CS10332,593145,01/25/2020,02/08/2020,02/14/2020
2017CS10332,633010,01/24/2020,02/07/2020,02/01/2020
2017CS10332,752085,02/20/2020,03/05/2020,03/03/2020
2017CS10332,95211,01/23/2020,02/06/2020,02/16/2020
2017CS10333,384009,01/02/2020,01/16/2020,02/07/2020
2017CS10333,279310,01/03/2020,01/17/2020,01/04/2020
2017CS10333,259018,02/24/2020,03/09/2020,03/02/2020
2017CS10333,883345,02/17/2020,03/02/2020,02/26/2020
2017CS10790,86877,02/23/2020,03/08/2020,02/25/2020
2017CS10790,469589,02/02/2020,02/16/2020,02/05/2020
2017CS10790,551876,01/19/2020,02/02/2020,02/13/2020
2017CS10790,610426,01/31/2020,02/14/2020,02/22/2020
2017CS10790,67350,02/09/2020,02/23/2020,02/24/2020
2017EE10431,331085,01/19/2020,02/02/2020,02/17/2020
2017EE10431,951398,01/29/2020,02/12/2020,03/01/2020
2017EE10431,466249,01/19/2020,02/02/2020,02/22/2020
2017EE10431,346514,01/10/2020,01/24/2020,02/05/2020
2017EE10431,774064,02/13/2020,02/27/2020,03/03/2020
2017EE10432,531277,02/14/2020,02/28/2020,02/19/2020
2017EE10432,761627,02/24/2020,03/09/2020,02/26/2020
2017EE10432,502122,01/07/2020,01/21/2020,02/14/2020
2017EE10432,865394,01/21/2020,02/04/2020,01/25/2020
2017EE10432,914494,01/22/2020,02/05/2020,02/25/2020
2017EE10433,470642,01/20/2020,02/03/2020,02/14/2020
2017EE10433,772505,01/28/2020,02/11/2020,02/08/2020
2017EE10433,904160,02/21/2020,03/06/2020,02/24/2020
2017EE10433,242192,01/01/2020,01/15/2020,01/18/2020
2017EE10435,852230,01/20/2020,02/03/2020,01/28/2020
2017EE10435,297053,02/11/2020,02/25/2020,02/16/2020
2017EE10435,589030,01/01/2020,01/15/2020,01/25/2020
2017EE10435,508514,01/26/2020,02/09/2020,02/19/2020
2017EE10435,788163,02/10/2020,02/24/2020,02/29/2020
2017EE10436,596613,01/24/2020,02/07/2020,02/01/2020
2017EE10436,405485,02/03/2020,02/17/2020,02/06/2020
2017EE10436,588441,02/02/2020,02/16/2020,02/16/2020
2017EE10436,319911,02/05/2020,02/19/2020,02/07/2020
2017EE10437,721240,01/08/2020,01/22/2020,01/20/2020
2017EE10437,329478,02/19/2020,03/04/2020,02/22/2020
2017EE10437,765389,02/01/2020,02/15/2020,02/26/2020
2017EE10437,439163,02/09/2020,02/23/2020,02/28/2020
2017EE10437,102582,01/16/2020,01/30/2020,02/18/2020
2017EE10438,8152,02/15/2020,02/29/2020,02/17/2020
2017EE10438,614698,02/22/2020,03/07/2020,02/29/2020
2017EE10438,534868,02/08/2020,02/22/2020,02/13/2020
2017EE10438,860242,01/13/2020,01/27/2020,02/13/2020
2017EE10438,524517,01/15/2020,01/29/2020,02/21/2020
2017EE10439,375606,02/15/2020,02/29/2020,02/17/2020
2017EE10439,77531,01/25/2020,02/08/2020,02/13/2020
2017EE10439,577702,01/20/2020,02/03/2020,02/29/2020
2017EE10440,745538,01/16/2020,01/30/2020,02/11/2020
2017EE10440,129205,02/15/2020,02/29/2020,02/15/2020
2017EE10441,298753,01/28/2020,02/11/2020,02/24/2020
2017EE10441,839116,02/19/2020,03/04/2020,03/01/2020
2017EE10441,572879,01/23/2020,02/06/2020,02/11/2020
2017EE10441,181057,02/16/2020,03/01/2020,02/21/2020
2017EE10441,378650,02/23/2020,03/08/2020,03/02/2020
2017EE10443,254021,02/24/2020,03/09/2020,02/29/2020
2017EE10443,197991,02/16/2020,03/01/2020,02/28/2020
2017EE10443,411262,02/17/2020,03/02/2020,02/23/2020
2017EE10443,130667,01/26/2020,02/09/2020,02/09/2020
2017EE10444,559318,02/17/2020,03/02/2020,02/18/2020
2017EE10444,969182,01/13/2020,01/27/2020,02/07/2020
2017EE10444,905348,02/08/2020,02/22/2020,02/09/2020
2017EE10444,321305,01/02/2020,01/16/2020,01/28/2020
2017EE10444,177902,02/05/2020,02/19/2020,02/26/2020
2017EE10445,63485,02/20/2020,03/05/2020,02/28/2020
2017EE10445,421431,01/15/2020,01/29/2020,02/02/2020
2017EE10446,453673,02/14/2020,02/28/2020,02/20/2020
2017EE10446,260367,01/14/2020,01/28/2020,02/02/2020
2017EE10446,842152,01/30/2020,02/13/2020,02/15/2020
2017EE10446,548073,01/22/2020,02/05/2020,02/10/2020
2017EE10446,769019,01/11/2020,01/25/2020,01/28/2020
2017EE10565,602516,02/22/2020,03/07/2020,03/03/2020
2017EE10565,593988,01/04/2020,01/18/2020,01/05/2020
2017EE10565,876297,02/01/2020,02/15/2020,02/27/2020
2017EE10565,263237,01/17/2020,01/31/2020,02/03/2020
2017EE10565,901011,02/25/2020,03/10/2020,02/28/2020
2017ITZ8429,365720,02/16/2020,03/01/2020,02/19/2020
2017ITZ8429,94171,01/14/2020,01/28/2020,02/08/2020
2017ITZ8429,851408,01/30/2020,02/13/2020,02/29/2020
2017ME10561,39739,02/24/2020,03/09/2020,02/28/2020
2017ME10561,573574,01/13/2020,01/27/2020,02/02/2020
2017ME10561,588900,02/21/2020,03/06/2020,02/26/2020
2017ME10561,699306,02/01/2020,02/15/2020,02/04/2020
2017ME10563,7585,01/21/2020,02/04/2020,02/15/2020
2017ME10563,775509,01/07/2020,01/21/2020,01/23/2020
2017ME10563,559332,01/17/2020,01/31/2020,02/29/2020
2017ME10563,843265,01/07/2020,01/21/2020,02/03/2020
2017ME10563,769201,01/21/2020,02/04/2020,02/24/2020
2017ME10564,16493,01/11/2020,01/25/2020,02/15/2020
2017ME10564,565796,02/10/2020,02/24/2020,03/03/2020
2017ME10564,434898,02/21/2020,03/06/2020,02/27/2020
2017ME10564,95900,01/02/2020,01/16/2020,01/22/2020
2017ME10566,658722,01/21/2020,02/04/2020,01/30/2020
2017ME10566,664748,01/18/2020,02/01/2020,02/29/2020
2017ME10566,458776,02/04/2020,02/18/2020,02/09/2020
2017ME10566,259888,01/08/2020,01/22/2020,02/24/2020
2017ME10567,843462,01/13/2020,01/27/2020,02/29/2020
2017ME10567,335595,01/30/2020,02/13/2020,02/12/2020
2017ME10567,657440,01/26/2020,02/09/2020,02/03/2020
2017ME10567,888633,01/14/2020,01/28/2020,02/27/2020
2017ME10568,738874,02/26/2020,03/11/2020,03/01/2020
2017ME10568,371108,01/13/2020,01/27/2020,02/29/2020
2017ME10568,192693,02/26/2020,03/11/2020,03/03/2020
2017ME10569,191532,02/10/2020,02/24/2020,02/13/2020
2017ME10569,127120,01/15/2020,01/29/2020,02/13/2020
2017ME10569,629796,01/16/2020,01/30/2020,02/18/2020
2017ME10569,449605,01/20/2020,02/03/2020,01/23/2020
2017ME10570,7401,02/22/2020,03/07/2020,02/27/2020
2017ME10570,153760,02/13/2020,02/27/2020,02/18/2020
2017ME10570,88199,01/24/2020,02/07/2020,02/06/2020
2017ME10570,925342,01/22/2020,02/05/2020,02/20/2020
2017ME10571,40448,01/08/2020,01/22/2020,02/05/2020
2017ME10571,752784,01/29/2020,02/12/2020,02/28/2020
2017ME10571,28832,02/22/2020,03/07/2020,02/25/2020
2017ME10571,676343,02/10/2020,02/24/2020,02/28/2020
2017ME10571,259370,01/01/2020,01/15/2020,02/13/2020
2017ME10572,780378,02/10/2020,02/24/2020,02/17/2020
2017ME10572,779542,02/21/2020,03/06/2020,02/23/2020
2017ME10572,466121,01/24/2020,02/07/2020,02/04/2020
2017ME10572,17971,01/02/2020,01/16/2020,03/03/2020
2017ME10573,131751,02/20/2020,03/05/2020,02/20/2020
2017ME10573,969651,02/25/2020,03/10/2020,02/28/2020
2017ME10573,384791,02/10/2020,02/24/2020,03/03/2020
2017MSZ8124,411169,01/05/2020,01/19/2020,01/29/2020
2017MSZ8124,551115,02/25/2020,03/10/2020,02/25/2020
2017MSZ8127,934803,01/21/2020,02/04/2020,01/21/2020
2017MSZ8127,854609,01/22/2020,02/05/2020,02/15/2020
2017MSZ8127,300597,01/31/2020,02/14/2020,02/17/2020
2017MSZ8551,118078,01/03/2020,01/17/2020,02/04/2020
2017MSZ8551,153009,01/24/2020,02/07/2020,02/08/2020
2017MSZ8551,799556,02/16/2020,03/01/2020,02/21/2020
2017MT10772,379856,01/30/2020,02/13/2020,02/26/2020
2017MT10772,89293,01/31/2020,02/14/2020,02/16/2020
2017MT10772,697968,01/21/2020,02/04/2020,02/17/2020
2017MT10772,614966,01/09/2020,01/23/2020,01/27/2020
2017MT60078,792357,01/07/2020,01/21/2020,01/17/2020
2017MT60078,210012,02/02/2020,02/16/2020,02/19/2020
2017MT60078,582380,01/23/2020,02/06/2020,02/16/2020
2017MT60771,714377,01/13/2020,01/27/2020,01/20/2020
2017MT60771,53276,02/25/2020,03/10/2020,03/03/2020
2017MT60773,845086,01/22/2020,02/05/2020,02/07/2020
2017MT60773,684614,01/27/2020,02/10/2020,02/06/2020
2017MT60773,966737,01/09/2020,01/23/2020,01/16/2020
2017MT60773,670420,02/22/2020,03/07/2020,02/23/2020
2017MT60774,167452,01/26/2020,02/09/2020,02/25/2020
2017MT60774,40499,02/11/2020,02/25/2020,02/11/2020
2017MT60774,345034,01/25/2020,02/08/2020,02/07/2020
2017MT60774,645405,01/11/2020,01/25/2020,01/29/2020
2017MT60774,765821,01/23/2020,02/06/2020,02/13/2020
2017MT60775,915414,02/15/2020,02/29/2020,02/21/2020
2017MT60775,385361,01/14/2020,01/28/2020,01/31/2020
2017MT60777,506965,02/13/2020,02/27/2020,03/01/2020
2017MT60777,598675,01/31/2020,02/14/2020,02/14/2020
2017MT60777,106123,01/19/2020,02/02/2020,02/26/2020
2017MT60777,851844,01/31/2020,02/14/2020,02/14/2020
2017MT60778,684836,02/15/2020,02/29/2020,02/24/2020
2017MT60778,561494,02/22/2020,03/07/2020,02/23/2020
2017MT60778,545188,01/31/2020,02/14/2020,02/01/2020
2017MT60778,746888,02/02/2020,02/16/2020,02/02/2020
2017MT60778,234203,01/27/2020,02/10/2020,02/07/2020
2017MT60779,885453,02/06/2020,02/20/2020,02/18/2020
2017MT60779,421953,02/26/2020,03/11/2020,03/03/2020
2017MT60779,624012,01/10/2020,01/24/2020,01/19/2020
2017MT60780,405470,02/08/2020,02/22/2020,02/11/2020
2017MT60780,642681,02/22/2020,03/07/2020,02/24/2020
2017MT60780,664249,01/22/2020,02/05/2020,02/27/2020
2017MT60780,850572,02/18/2020,03/03/2020,03/01/2020
2017MT60780,504996,01/31/2020,02/14/2020,02/15/2020
2017MT60781,515857,01/27/2020,02/10/2020,02/27/2020
2017MT60781,582286,01/27/2020,02/10/2020,02/24/2020
2017MT60781,324870,02/26/2020,03/11/2020,02/28/2020
2017MT60782,141307,01/16/2020,01/30/2020,02/26/2020
2017MT60782,368636,02/14/2020,02/28/2020,02/17/2020
2017MT60782,726688,01/11/2020,01/25/2020,02/20/2020
2017SRZ8645,804699,02/20/2020,03/05/2020,02/21/2020
2017SRZ8645,320773,01/27/2020,02/10/2020,02/13/2020
2017SRZ8645,537235,02/23/2020,03/08/2020,02/23/2020
2017SRZ8646,968975,02/22/2020,03/07/2020,02/24/2020
2017SRZ8646,654035,01/08/2020,01/22/2020,02/12/2020
2017SRZ8646,357157,02/22/2020,03/07/2020,02/27/2020
2017SRZ8646,942644,02/08/2020,02/22/2020,02/26/2020
2017SRZ8650,800975,02/13/2020,02/27/2020,02/26/2020
2017SRZ8650,345016,01/27/2020,02/10/2020,02/20/2020
2017SRZ8650,449137,01/07/2020,01/21/2020,02/20/2020
2017SRZ8650,134946,01/14/2020,01/28/2020,02/15/2020
2018AMZ8066,120348,01/10/2020,01/24/2020,01/17/2020
2018AMZ8066,545948,02/08/2020,02/22/2020,02/08/2020
2018AMZ8066,102099,01/18/2020,02/01/2020,02/11/2020
2018AST2725,317425,02/14/2020,02/28/2020,02/16/2020
2018AST2725,112339,02/25/2020,03/10/2020,02/26/2020
2018AST2725,879742,01/04/2020,01/18/2020,02/17/2020
2018BB50051,323022,01/18/2020,02/01/2020,02/18/2020
2018BB50051,564982,01/08/2020,01/22/2020,01/09/2020
2018BB50051,376526,02/22/2020,03/07/2020,02/25/2020
2018BB50055,781532,01/27/2020,02/10/2020,01/27/2020
2018BB50055,520741,02/01/2020,02/15/2020,03/03/2020
2018BB50055,447032,02/12/2020,02/26/2020,02/22/2020
2018BB50055,734134,01/26/2020,02/09/2020,01/29/2020
2018BB50055,40524,02/06/2020,02/20/2020,02/16/2020
2018BB50056,55444,01/08/2020,01/22/2020,01/17/2020
2018BB50056,269823,01/29/2020,02/12/2020,03/01/2020
2018BB50056,897136,01/10/2020,01/24/2020,01/25/2020
2018BB50056,468190,01/25/2020,02/08/2020,02/21/2020
2018BB50058,789795,01/29/2020,02/12/2020,03/02/2020
2018BB50058,706429,02/17/2020,03/02/2020,03/02/2020
2018BB50058,534396,01/01/2020,01/15/2020,01/19/2020
2018BB50058,763496,02/18/2020,03/03/2020,03/03/2020
2018BB50064,50132,01/31/2020,02/14/2020,02/28/2020
2018BB50064,451559,02/13/2020,02/27/2020,02/23/2020
2018BB50064,802502,01/07/2020,01/21/2020,02/28/2020
2018CEC2680,208504,01/29/2020,02/12/2020,02/20/2020
2018CEC2680,887413,02/06/2020,02/20/2020,02/21/2020
2018CEC2680,374949,01/24/2020,02/07/2020,02/10/2020
2018CEC2680,470438,02/25/2020,03/10/2020,03/02/2020
2018CEC2681,923610,01/22/2020,02/05/2020,01/27/2020
2018CEC2681,317377,01/15/2020,01/29/2020,01/17/2020
2018CEC2681,338661,01/06/2020,01/20/2020,02/04/2020
2018CEC2681,452458,01/21/2020,02/04/2020,02/04/2020
2018CEC2681,151207,01/02/2020,01/16/2020,02/23/2020
2018CEC2682,393046,01/08/2020,01/22/2020,01/08/2020
2018CEC2682,119651,02/26/2020,03/11/2020,02/26/2020
2018CEC2682,680090,02/25/2020,03/10/2020,02/29/2020
2018CEC2682,355370,01/02/2020,01/16/2020,01/07/2020
2018CEC2682,519496,02/21/2020,03/06/2020,02/21/2020
2018CEC2683,505761,01/01/2020,01/15/2020,02/10/2020
2018CEC2683,871771,02/13/2020,02/27/2020,03/01/2020
2018CEC2683,654431,02/12/2020,02/26/2020,02/26/2020
2018CEC2684,389435,02/23/2020,03/08/2020,02/27/2020
2018CEC2684,593489,01/03/2020,01/17/2020,03/02/2020
2018CEC2684,33841,01/12/2020,01/26/2020,01/31/2020
2018CEC2684,964557,01/04/2020,01/18/2020,03/01/2020
2018CEC2685,939768,01/05/2020,01/19/2020,01/09/2020
2018CEC2685,312605,01/26/2020,02/09/2020,02/29/2020
2018CEC2685,753993,01/19/2020,02/02/2020,02/04/2020
2018CEU2216,934107,01/04/2020,01/18/2020,03/03/2020
2018CEU2216,230567,02/16/2020,03/01/2020,02/29/2020
2018CEU2216,768892,02/21/2020,03/06/2020,03/02/2020
2018CEU2216,594192,02/25/2020,03/10/2020,02/27/2020
2018CH10186,617726,01/21/2020,02/04/2020,01/21/2020
2018CH10186,257644,02/24/2020,03/09/2020,02/28/2020
2018CH10186,155817,02/17/2020,03/02/2020,02/27/2020
2018CH10186,27889,01/24/2020,02/07/2020,01/30/2020
2018CH10198,67985,02/17/2020,03/02/2020,03/03/2020
2018CH10198,864193,01/02/2020,01/16/2020,02/08/2020
2018CH10198,938147,02/19/2020,03/04/2020,02/28/2020
2018CH10198,326380,02/16/2020,03/01/2020,02/27/2020
2018CH10198,497243,01/30/2020,02/13/2020,02/14/2020
2018CH10213,880763,01/21/2020,02/04/2020,01/30/2020
2018CH10213,128667,01/17/2020,01/31/2020,02/04/2020
2018CH10231,468086,01/21/2020,02/04/2020,03/02/2020
2018CH10231,753546,01/19/2020,02/02/2020,02/27/2020
2018CH10231,320356,02/05/2020,02/19/2020,02/15/2020
2018CH10237,421533,02/03/2020,02/17/2020,03/02/2020
2018CH10237,153686,01/21/2020,02/04/2020,02/03/2020
2018CH10237,893116,02/21/2020,03/06/2020,02/26/2020
2018CH10237,357856,01/11/2020,01/25/2020,02/11/2020
2018CH10254,422139,01/23/2020,02/06/2020,03/03/2020
2018CH10254,271480,01/17/2020,01/31/2020,02/01/2020
2018CH10254,226625,02/04/2020,02/18/2020,02/17/2020
2018CH10254,832788,01/25/2020,02/08/2020,02/28/2020
2018CH10259,468795,02/09/2020,02/23/2020,02/23/2020
2018CH10259,409358,01/07/2020,01/21/2020,01/21/2020
2018CH10259,649654,01/10/2020,01/24/2020,01/12/2020
2018CH10259,429360,02/11/2020,02/25/2020,02/16/2020
2018CH10259,736560,02/09/2020,02/23/2020,02/25/2020
2018CHZ8486,202964,01/24/2020,02/07/2020,02/17/2020
2018CHZ8486,367218,02/19/2020,03/04/2020,02/29/2020
2018CHZ8488,612881,01/21/2020,02/04/2020,02/29/2020
2018CHZ8488,359943,01/27/2020,02/10/2020,02/02/2020
2018CHZ8493,893876,01/17/2020,01/31/2020,02/27/2020
2018CHZ8493,227833,01/21/2020,02/04/2020,02/21/2020
2018CHZ8493,292564,01/29/2020,02/12/2020,02/29/2020
2018CHZ8493,105375,01/24/2020,02/07/2020,02/02/2020
2018CHZ8493,908726,02/09/2020,02/23/2020,02/22/2020
2018CHZ8496,781430,02/13/2020,02/27/2020,02/17/2020
2018CHZ8496,472202,02/13/2020,02/27/2020,02/28/2020
2018CHZ8500,426605,01/31/2020,02/14/2020,02/08/2020
2018CHZ8500,603860,01/15/2020,01/29/2020,02/17/2020
2018CHZ8500,65183,02/19/2020,03/04/2020,02/21/2020
2018CHZ8501,149267,02/11/2020,02/25/2020,02/15/2020
2018CHZ8501,361582,01/26/2020,02/09/2020,02/27/2020
2018CHZ8502,642549,02/14/2020,02/28/2020,02/15/2020
2018CHZ8502,573363,01/10/2020,01/24/2020,02/08/2020
2018CHZ8502,702527,02/10/2020,02/24/2020,02/19/2020
2018CHZ8502,243200,02/12/2020,02/26/2020,02/26/2020
2018CHZ8663,742121,01/28/2020,02/11/2020,03/02/2020
2018CHZ8663,521812,02/18/2020,03/03/2020,02/28/2020
2018CHZ8663,56113,02/12/2020,02/26/2020,02/27/2020
2018CHZ8663,963775,01/26/2020,02/09/2020,02/03/2020
2018CHZ8663,830296,02/09/2020,02/23/2020,02/28/2020
2018CS10423,808166,01/14/2020,01/28/2020,02/05/2020
2018CS10423,131604,01/07/2020,01/21/2020,02/07/2020
2018CS10599,520843,01/12/2020,01/26/2020,02/21/2020
2018CS10599,830129,01/06/2020,01/20/2020,02/21/2020
2018CS10599,906614,01/08/2020,01/22/2020,01/30/2020
2018CS50401,46608,01/04/2020,01/18/2020,01/09/2020
2018CS50401,905185,01/10/2020,01/24/2020,02/19/2020
2018CS50401,116577,02/26/2020,03/11/2020,02/28/2020
2018CS50401,411167,01/21/2020,02/04/2020,02/17/2020
2018CS50403,771454,02/11/2020,02/25/2020,02/24/2020
2018CS50403,358347,02/22/2020,03/07/2020,02/26/2020
2018CS50403,122710,01/24/2020,02/07/2020,01/30/2020
2018CS50405,512206,01/21/2020,02/04/2020,02/09/2020
2018CS50405,564779,01/24/2020,02/07/2020,02/28/2020
2018CS50405,692242,02/07/2020,02/21/2020,02/29/2020
2018CS50405,582780,02/10/2020,02/24/2020,02/28/2020
2018CS50405,560077,02/05/2020,02/19/2020,02/05/2020
2018CS50407,201117,02/03/2020,02/17/2020,02/14/2020
2018CS50407,870426,01/28/2020,02/11/2020,02/05/2020
2018CS50407,673434,02/13/2020,02/27/2020,02/13/2020
2018CS50407,20627,02/21/2020,03/06/2020,02/21/2020
2018CS50410,306380,01/27/2020,02/10/2020,02/24/2020
2018CS50410,154266,01/02/2020,01/16/2020,02/08/2020
2018CS50412,806278,01/04/2020,01/18/2020,01/11/2020
2018CS50412,455169,02/06/2020,02/20/2020,02/29/2020
2018CS50412,851907,01/12/2020,01/26/2020,02/27/2020
2018CS50412,417296,02/17/2020,03/02/2020,02/18/2020
2018CS50415,312434,01/11/2020,01/25/2020,01/31/2020
2018CS50415,368072,02/19/2020,03/04/2020,02/28/2020
2018CS50415,740179,01/02/2020,01/16/2020,01/15/2020
2018CS50415,842280,02/03/2020,02/17/2020,02/15/2020
2018CS50417,300677,01/18/2020,02/01/2020,01/19/2020
2018CS50417,604935,02/08/2020,02/22/2020,02/29/2020
2018CS50417,532426,02/16/2020,03/01/2020,03/01/2020
2018CS50421,542822,01/18/2020,02/01/2020,01/31/2020
2018CS50421,714992,01/19/2020,02/02/2020,01/28/2020
2018CS50421,197092,01/02/2020,01/16/2020,01/15/2020
2018CS50421,33546,02/13/2020,02/27/2020,03/02/2020
2018CS50424,38250,01/28/2020,02/11/2020,02/05/2020
2018CS50424,326725,02/16/2020,03/01/2020,02/25/2020
2018CS50424,208391,01/23/2020,02/06/2020,02/03/2020
2018CS50424,446192,01/10/2020,01/24/2020,01/16/2020
2018CS50425,236411,02/19/2020,03/04/2020,03/01/2020
2018CS50425,549349,02/26/2020,03/11/2020,03/03/2020
2018CS50426,593489,02/08/2020,02/22/2020,02/13/2020
2018CS50426,88199,01/26/2020,02/09/2020,02/17/2020
2018CS50426,538393,02/19/2020,03/04/2020,02/29/2020
2018CYS7025,568796,02/10/2020,02/24/2020,02/18/2020
2018CYS7025,412408,01/09/2020,01/23/2020,02/14/2020
2018CYS7025,575498,01/15/2020,01/29/2020,01/19/2020
2018EE30921,928455,01/11/2020,01/25/2020,01/13/2020
2018EE30921,298323,01/06/2020,01/20/2020,02/27/2020
2018EE30921,398957,01/25/2020,02/08/2020,02/19/2020
2018EE30921,852017,02/19/2020,03/04/2020,02/25/2020
2018EEA2368,95965,01/15/2020,01/29/2020,01/27/2020
2018EEA2368,914827,02/25/2020,03/10/2020,02/25/2020
2018EEA2368,858945,01/04/2020,01/18/2020,01/09/2020
2018EEA2368,560452,01/26/2020,02/09/2020,02/29/2020
2018EEA2370,363469,02/05/2020,02/19/2020,02/20/2020
2018EEA2370,652577,01/02/2020,01/16/2020,02/01/2020
2018EEA2370,50296,01/01/2020,01/15/2020,02/29/2020
2018EEA2372,267904,01/26/2020,02/09/2020,02/08/2020
2018EEA2372,323043,02/02/2020,02/16/2020,02/20/2020
2018EEA2372,959289,02/03/2020,02/17/2020,02/10/2020
2018EEA2372,552623,01/07/2020,01/21/2020,02/08/2020
2018EEA2372,197063,02/19/2020,03/04/2020,03/01/2020
2018EEA2375,818426,02/01/2020,02/15/2020,02/26/2020
2018EEA2375,390657,01/23/2020,02/06/2020,02/20/2020
2018EEA2376,883058,02/04/2020,02/18/2020,02/26/2020
2018EEA2376,384171,01/08/2020,01/22/2020,02/02/2020
2018EEA2376,18696,01/30/2020,02/13/2020,02/15/2020
2018EEA2377,946779,01/30/2020,02/13/2020,03/01/2020
2018EEA2377,588718,01/10/2020,01/24/2020,02/05/2020
2018EEA2377,377102,02/15/2020,02/29/2020,03/01/2020
2018EEA2377,365436,01/07/2020,01/21/2020,02/27/2020
2018EEA2377,501755,02/25/2020,03/10/2020,02/26/2020
2018EEA2378,154160,01/26/2020,02/09/2020,01/29/2020
2018EEA2378,495338,01/08/2020,01/22/2020,02/07/2020
2018EEA2378,508634,01/25/2020,02/08/2020,02/03/2020
2018EEA2379,134726,01/17/2020,01/31/2020,02/20/2020
2018EEA2379,887323,02/16/2020,03/01/2020,02/21/2020
